Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Playlist Name,Playlist URI
0jSvTm2d5guevlaLKSYA84,Gucci Slides (feat. LORYN),Gucci Slides,Boston Bun;LORYN,05/29/2020,177295,23,trey.mcmillon,2020-12-04T03:34:50Z,,0.655,0.718,11,-6.043,0,0.25,0.204,0,0.173,0.477,125.046,4,20,2mGMkrkQ9urAsJR0GqVQ62
0sci7ppTZFm4mjcH3nu8yO,nasty,Positions,Ariana Grande,10/30/2020,200732,67,trey.mcmillon,2020-11-30T18:55:05Z,pop,0.772,0.506,6,-6.558,0,0.139,0.0814,0.000011,0.182,0.456,127.894,4,20,2mGMkrkQ9urAsJR0GqVQ62
0smgkpVia3VCXgY4qhVJvp,Guilty Conscience,Modus Vivendi,070 Shake,01/17/2020,213333,56,trey.mcmillon,2020-12-08T14:04:26Z,,0.542,0.637,7,-6.049,1,0.135,0.00675,0,0.123,0.221,179.813,4,20,2mGMkrkQ9urAsJR0GqVQ62
0xD5Zn7YbueY9ukGJWlTXM,Call It What You Want,aiMless,rum.gold,04/24/2020,234905,26,trey.mcmillon,2020-12-15T13:32:45Z,alternative r&b,0.567,0.209,11,-14.595,0,0.0356,0.876,0.000951,0.0926,0.268,84.117,4,20,2mGMkrkQ9urAsJR0GqVQ62
15NQ3x1f2GUhqs8oBXhTqp,Scottie Beam,Alfredo,Freddie Gibbs;The Alchemist;Rick Ross,05/29/2020,244053,62,trey.mcmillon,2020-12-10T15:53:46Z,"jazz rap,alternative hip hop,experimental hip hop,boom bap,southern hip hop",0.523,0.654,6,-9.531,0,0.216,0.815,0.00000834,0.211,0.544,79.192,4,20,2mGMkrkQ9urAsJR0GqVQ62
19CSr8rwW05VJL2F91KFNK,ivy,evermore,Taylor Swift,12/11/2020,260440,64,trey.mcmillon,2020-12-11T15:39:42Z,,0.515,0.545,2,-9.277,1,0.0353,0.855,0.0000197,0.0921,0.535,88.856,4,20,2mGMkrkQ9urAsJR0GqVQ62
1W1pokpC4XLVjVMXUCWi5l,Can't Go For That (feat. Lil Duval),So Help Me God!,2 Chainz;Ty Dolla $ign;Lil Duval,11/13/2020,179130,42,trey.mcmillon,2020-11-20T00:25:09Z,"rap,southern hip hop,trap soul",0.795,0.665,2,-7.091,1,0.0625,0.0119,0,0.106,0.335,98.542,4,20,2mGMkrkQ9urAsJR0GqVQ62
2alJKJoqOOEPVU1Do3eIjJ,53.49,3.15.20,Childish Gambino,03/22/2020,235280,0,trey.mcmillon,2020-12-01T22:00:01Z,,0.518,0.952,6,-5.274,0,0.198,0.0287,0,0.381,0.622,171.905,4,20,2mGMkrkQ9urAsJR0GqVQ62
2ENxOXbxhfJ3lfItO0MFDv,Take Care of You (feat. Syd),Take Care of You / Summertime,Charlotte Day Wilson;Syd,08/13/2020,214437,40,trey.mcmillon,2020-12-02T16:03:34Z,alternative r&b,0.666,0.535,4,-9.033,0,0.112,0.827,0.0228,0.202,0.259,127.029,4,20,2mGMkrkQ9urAsJR0GqVQ62
2IDUt4NBzRoF7EWXEMYhGa,DEALER,DRUG DEALING IS A LOST ART,RMR,06/12/2020,144723,23,trey.mcmillon,2020-12-01T22:11:42Z,,0.856,0.566,1,-4.874,1,0.0505,0.15,0.000176,0.131,0.0439,120.028,4,20,2mGMkrkQ9urAsJR0GqVQ62
2leLCJ5Gjm9gAgPbcz2frL,church,church / boston,boylife,07/16/2020,155434,25,trey.mcmillon,2020-11-20T18:43:54Z,bedroom pop,0.373,0.658,6,-5.289,1,0.164,0.101,0.000175,0.28,0.273,120.557,3,20,2mGMkrkQ9urAsJR0GqVQ62
2q3VZjLVCWbJq0rICML7va,Woo!,I'm Allergic To Dogs!,Remi Wolf,06/24/2020,196562,47,trey.mcmillon,2020-12-08T14:04:51Z,,0.784,0.462,0,-5.091,0,0.0548,0.207,0.00000345,0.106,0.744,86.004,4,20,2mGMkrkQ9urAsJR0GqVQ62
2SAqBLGA283SUiwJ3xOUVI,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake;Lil Durk,08/14/2020,261492,75,trey.mcmillon,2020-12-08T15:20:22Z,"rap,chicago drill,drill",0.761,0.518,0,-8.871,1,0.134,0.244,0.0000347,0.107,0.522,133.976,4,20,2mGMkrkQ9urAsJR0GqVQ62
3hARuUtzTdUuWH1KiLJlSf,Window,Window,Still Woozy,04/17/2020,139293,53,trey.mcmillon,2020-11-30T18:54:53Z,bedroom pop,0.714,0.483,4,-9.378,0,0.195,0.436,0.000023,0.28,0.67,91.025,4,20,2mGMkrkQ9urAsJR0GqVQ62
4EcoXZhvbU3qS7ORWUEcVI,Take Me Where Your Heart Is,The Shave Experiment,Q,12/11/2020,192896,68,trey.mcmillon,2020-11-09T15:30:10Z,"alternative r&b,chill r&b,indie r&b",0.858,0.426,10,-8.879,0,0.0402,0.00586,0.761,0.0977,0.419,89.981,4,20,2mGMkrkQ9urAsJR0GqVQ62
4Rq2BMG5VWMhb2whSx8bf4,Tommy Lee (feat. SAINt JHN & Post Malone) - Remix,Tommy Lee (feat. SAINt JHN & Post Malone) [Remix],Tyla Yaweh;SAINt JHN;Post Malone,08/28/2020,230488,44,trey.mcmillon,2020-11-09T15:29:44Z,melodic rap,0.504,0.597,10,-6.237,1,0.1,0.206,0,0.0949,0.557,117.974,4,20,2mGMkrkQ9urAsJR0GqVQ62
4VwAIIQDPR3T7EPnzk7Fv1,Take Me to the Good Times,Take Me to the Good Times,The Suffers,06/24/2020,264747,0,trey.mcmillon,2020-11-30T18:53:09Z,"retro soul,retro pop,funk",0.667,0.837,0,-4.589,0,0.119,0.119,0.00000101,0.194,0.821,94.982,4,20,2mGMkrkQ9urAsJR0GqVQ62
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),Dark Lane Demo Tapes,Drake;GIVĒON,05/01/2020,220487,78,trey.mcmillon,2020-11-14T20:12:27Z,"rap,r&b",0.735,0.449,10,-7.507,1,0.347,0.629,0,0.113,0.0397,122.947,4,20,2mGMkrkQ9urAsJR0GqVQ62
5RqR4ZCCKJDcBLIn4sih9l,Party Girl,Party Girl,StaySolidRocky,04/21/2020,147800,68,trey.mcmillon,2020-11-18T15:12:00Z,,0.728,0.431,6,-9.966,0,0.0622,0.749,0,0.0996,0.629,130.022,4,20,2mGMkrkQ9urAsJR0GqVQ62
5UusfWUMMLEXLMc1ViNZoe,@ MEH,@ MEH,Playboi Carti,04/16/2020,166799,57,trey.mcmillon,2020-12-01T21:57:15Z,rage rap,0.876,0.492,11,-8.11,0,0.153,0.0136,0.000283,0.0678,0.4,151.044,4,20,2mGMkrkQ9urAsJR0GqVQ62
5y79D5wSVrcB5eFq0gaWfL,I Know Alone,Women In Music Pt. III,HAIM,06/26/2020,226026,0,trey.mcmillon,2020-12-15T13:19:19Z,,0.772,0.658,0,-6.93,1,0.0722,0.14,0.0111,0.117,0.355,128.078,4,20,2mGMkrkQ9urAsJR0GqVQ62
60v8m0VhlTqw7GgIQDxNbq,Are You Feeling Sad?,"New Me, Same Us",Little Dragon;Kali Uchis,03/27/2020,158015,42,trey.mcmillon,2020-12-02T18:21:22Z,trip hop,0.767,0.646,5,-8.612,0,0.0424,0.0616,0.0000581,0.333,0.462,113.006,4,20,2mGMkrkQ9urAsJR0GqVQ62
6tfrMstZ8tw7nZJ6HP0PyW,holy calamafuck,RTJ4,Run The Jewels;El-P;Killer Mike,06/03/2020,238413,0,trey.mcmillon,2020-12-01T22:00:18Z,"hip hop,experimental hip hop,southern hip hop,alternative hip hop",0.603,0.764,7,-7.407,1,0.287,0.0557,0,0.621,0.382,119.942,4,20,2mGMkrkQ9urAsJR0GqVQ62
6YheRoPUnQc0mXiWBUiQz5,Cut Me,græ,Moses Sumney,05/15/2020,250120,0,trey.mcmillon,2020-12-01T22:04:12Z,"art pop,indie soul",0.509,0.304,6,-11.139,1,0.035,0.879,0.00336,0.102,0.355,165.832,4,20,2mGMkrkQ9urAsJR0GqVQ62
72Jj7fnjwDLloza2IJyIWL,What Typa Time,In Between Spaces,Woodie Smalls;Isaiah Rashad,06/19/2020,237999,0,trey.mcmillon,2020-11-09T15:28:15Z,,0.839,0.467,2,-10.686,1,0.332,0.224,0,0.0924,0.644,120.992,4,20,2mGMkrkQ9urAsJR0GqVQ62
73cDYVsTyf8ZDbmO1SkYix,Miss Me? - Chopnotslop Remix,A Muse In Her Feelings (Chopnotslop Remix),dvsn;DJ Candlestick;OG Ron C,07/10/2020,380638,0,trey.mcmillon,2020-12-15T13:31:59Z,"trap soul,alternative r&b",0.941,0.332,1,-12.642,1,0.103,0.158,0.000505,0.112,0.442,128.65,4,20,2mGMkrkQ9urAsJR0GqVQ62
778JDHI6qfgQ1HBEKP1FZu,Daydream,Daydream,The Aces,03/04/2020,150792,0,trey.mcmillon,2020-12-01T22:09:20Z,,0.697,0.798,4,-5.541,1,0.0581,0.0896,0,0.384,0.818,107.025,4,20,2mGMkrkQ9urAsJR0GqVQ62
7f2voPcnDEAzX4yB8SLnU2,Lord I Know,Man On The Moon III: The Chosen,Kid Cudi,12/11/2020,212040,44,trey.mcmillon,2020-12-11T14:16:53Z,,0.613,0.572,0,-9.6,1,0.157,0.583,0.295,0.102,0.0389,180.061,4,20,2mGMkrkQ9urAsJR0GqVQ62
7sjFIZ1g5QLJLGja3k592K,44 BullDog,Shoot For The Stars Aim For The Moon,Pop Smoke,07/03/2020,150857,55,trey.mcmillon,2020-12-04T03:10:58Z,"brooklyn drill,new york drill,drill",0.8,0.564,8,-5.817,1,0.4,0.0287,0.00000165,0.112,0.318,139.989,4,20,2mGMkrkQ9urAsJR0GqVQ62
7sOfmPd18RWp3FoCzpa7Kw,Soliá,YHLQMDLG,Bad Bunny,02/29/2020,159282,71,trey.mcmillon,2020-12-01T19:39:04Z,"reggaeton,trap latino,urbano latino,latin",0.71,0.81,2,-5.507,1,0.0854,0.117,0.000132,0.154,0.184,92.041,4,20,2mGMkrkQ9urAsJR0GqVQ62
0Jlcvv8IykzHaSmj49uNW8,the 1,folklore,Taylor Swift,07/24/2020,210251,77,molly.verrone,2020-12-08T16:10:33Z,,0.777,0.357,0,-6.942,1,0.0522,0.757,0.00000728,0.108,0.172,139.884,4,2020,0Yd0lbyeczsCeVJACt0BAn
0lx2cLdOt3piJbcaXIV74f,willow,evermore,Taylor Swift,12/11/2020,214706,73,molly.verrone,2020-12-14T15:25:36Z,pop,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,2020,0Yd0lbyeczsCeVJACt0BAn
0tbjiOUl4k492KPdWZS9sy,7 Summers,7 Summers,Morgan Wallen,08/14/2020,210122,19,molly.verrone,2020-12-08T16:23:44Z,country,0.457,0.774,0,-5.201,1,0.0336,0.428,0.0000429,0.119,0.59,203.863,4,2020,0Yd0lbyeczsCeVJACt0BAn
1Ia95g66IhlAJ3qVI4qI8W,Slow,Slow,shy martin,01/10/2020,163547,10,molly.verrone,2020-12-08T16:12:26Z,,0.636,0.243,2,-9.509,1,0.04,0.815,0,0.111,0.239,142.016,4,2020,0Yd0lbyeczsCeVJACt0BAn
1mMvahhW2Oz9waG8UTQnI4,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],Church,Galantis;Hook N Sling;Dotan,02/07/2020,215388,44,molly.verrone,2020-12-08T16:13:28Z,folk pop,0.58,0.804,9,-4.618,1,0.0279,0.0304,0.00359,0.105,0.137,126.005,4,2020,0Yd0lbyeczsCeVJACt0BAn
1n4vgMWmmNlXrvyxQFhUEl,If You’re Too Shy (Let Me Know),If You’re Too Shy (Let Me Know),The 1975,04/23/2020,319370,43,molly.verrone,2020-12-08T16:23:27Z,,0.639,0.63,2,-6.1,1,0.0325,0.0151,0.0374,0.0959,0.218,125.648,4,2020,0Yd0lbyeczsCeVJACt0BAn
1XjHRolIXL2M1EEOUsGGR4,cowboy like me,evermore,Taylor Swift,12/11/2020,275040,65,molly.verrone,2020-12-14T15:25:51Z,,0.604,0.517,0,-9.014,1,0.0347,0.768,0.000155,0.123,0.511,127.967,4,2020,0Yd0lbyeczsCeVJACt0BAn
2Eeur20xVqfUoM3Q7EFPFt,the last great american dynasty,folklore,Taylor Swift,07/24/2020,230999,69,molly.verrone,2020-12-08T16:11:25Z,,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,4,2020,0Yd0lbyeczsCeVJACt0BAn
2GjQ5KNXggsIRpx5ZUj2zX,Her,Her,Anne-Marie,03/22/2020,177568,55,molly.verrone,2020-12-08T16:15:34Z,,0.563,0.395,10,-5.568,1,0.0302,0.873,0,0.106,0.327,120.134,4,2020,0Yd0lbyeczsCeVJACt0BAn
2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),JP Saxe;Julia Michaels,10/17/2019,208687,73,molly.verrone,2020-12-08T16:11:52Z,,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,4,2020,0Yd0lbyeczsCeVJACt0BAn
2mE9iW3E4iteXrrWneOYsT,Do It,Ungodly Hour,Chloe x Halle,06/12/2020,176786,40,molly.verrone,2020-12-08T16:41:21Z,r&b,0.701,0.668,5,-7.287,0,0.0516,0.0916,0.00000209,0.111,0.553,82.978,4,2020,0Yd0lbyeczsCeVJACt0BAn
2N2niBI0xAbLl3jI6l4S7g,The Steps,Women In Music Pt. III,HAIM,06/26/2020,247600,0,molly.verrone,2020-12-08T16:33:32Z,,0.703,0.714,2,-4.967,1,0.0316,0.0197,0.00000165,0.0849,0.62,116.723,4,2020,0Yd0lbyeczsCeVJACt0BAn
2Oycxb8QbPkpHTo8ZrmG0B,Prisoner (feat. Dua Lipa),Plastic Hearts,Miley Cyrus;Dua Lipa,11/27/2020,169333,70,molly.verrone,2020-12-08T16:18:00Z,pop,0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,4,2020,0Yd0lbyeczsCeVJACt0BAn
3QKcv32c31JrHs1YqtnqRB,The Wire,The Wire,Patrick Droney,02/21/2020,212268,28,molly.verrone,2020-12-08T15:38:34Z,,0.509,0.881,2,-3.169,1,0.0498,0.00525,0.00281,0.0729,0.268,94.983,4,2020,0Yd0lbyeczsCeVJACt0BAn
3RaT22zZsxVYxxKR7TAaYF,"no body, no crime (feat. HAIM)",evermore,Taylor Swift;HAIM,12/11/2020,215626,63,molly.verrone,2020-12-14T15:25:43Z,"pop,art pop,dance pop,indie pop,metropopolis,pop rock",0.546,0.613,7,-7.589,0,0.0264,0.418,0,0.103,0.535,79.015,4,2020,0Yd0lbyeczsCeVJACt0BAn
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),Stuck with U,Ariana Grande;Justin Bieber,05/08/2020,228482,80,molly.verrone,2020-12-08T16:09:19Z,pop,0.597,0.45,8,-6.658,1,0.0418,0.223,0,0.382,0.537,178.765,3,2020,0Yd0lbyeczsCeVJACt0BAn
4Oun2ylbjFKMPTiaSbbCih,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B;Megan Thee Stallion,08/07/2020,187541,74,molly.verrone,2020-12-08T16:19:12Z,,0.935,0.454,1,-7.509,1,0.375,0.0194,0,0.0824,0.357,133.073,4,2020,0Yd0lbyeczsCeVJACt0BAn
4pvb0WLRcMtbPGmtejJJ6y,exile (feat. Bon Iver),folklore,Taylor Swift;Bon Iver,07/24/2020,285634,80,molly.verrone,2020-12-08T16:10:40Z,,0.298,0.38,6,-8.426,1,0.0287,0.778,0.0000562,0.11,0.152,75.602,4,2020,0Yd0lbyeczsCeVJACt0BAn
4UN6sBmFTt2IqxN3IRqJT3,Gaslighter,Gaslighter,The Chicks,07/17/2020,203466,49,molly.verrone,2020-12-08T16:26:51Z,country,0.681,0.728,2,-7.317,1,0.0513,0.00624,0,0.055,0.693,131.017,4,2020,0Yd0lbyeczsCeVJACt0BAn
5GK1GYXH16RdfmltogHhAk,Heart Of Glass (Live from the iHeart Festival),Plastic Hearts,Miley Cyrus,11/27/2020,213671,65,molly.verrone,2020-12-08T16:18:34Z,,0.58,0.908,4,-5.303,1,0.0341,0.000335,0.0000484,0.087,0.427,115.016,4,2020,0Yd0lbyeczsCeVJACt0BAn
5NUXE8W12lWcUXgJRCjeEw,One Too Many,One Too Many,Keith Urban;P!nk,09/16/2020,203893,59,molly.verrone,2020-12-08T17:15:47Z,country,0.697,0.535,4,-6.504,1,0.068,0.247,0,0.569,0.594,82.959,4,2020,0Yd0lbyeczsCeVJACt0BAn
5u1n1kITHCxxp8twBcZxWy,Holy (feat. Chance The Rapper),Holy,Justin Bieber;Chance the Rapper,09/18/2020,212093,66,molly.verrone,2020-12-08T16:17:43Z,,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,4,2020,0Yd0lbyeczsCeVJACt0BAn
5v4GgrXPMghOnBBLmveLac,Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),Megan Thee Stallion;Beyoncé,04/29/2020,242000,59,molly.verrone,2020-12-08T16:20:17Z,,0.822,0.743,10,-4.772,0,0.28,0.016,0,0.127,0.636,84.459,4,2020,0Yd0lbyeczsCeVJACt0BAn
6Im9k8u9iIzKMrmV7BWtlF,34+35,Positions,Ariana Grande,10/30/2020,173710,76,molly.verrone,2020-12-14T15:26:54Z,pop,0.83,0.585,0,-6.476,1,0.094,0.237,0,0.248,0.485,109.978,4,2020,0Yd0lbyeczsCeVJACt0BAn
6lQCFhlbA7boPBesUokiDU,I Got So High That I Saw Jesus (feat. Miley Cyrus) - Live Recording,I Got So High That I Saw Jesus (feat. Miley Cyrus) [Live Recording],Noah Cyrus;Miley Cyrus,10/26/2020,213095,45,molly.verrone,2020-12-08T16:18:45Z,,0.544,0.376,9,-6.734,1,0.0306,0.81,0,0.327,0.336,139.72,4,2020,0Yd0lbyeczsCeVJACt0BAn
6Q3K9gVUZRMZqZKrXovbM2,I'll Wait,I'll Wait,Kygo;Sasha Alex Sloan,04/03/2020,215360,57,molly.verrone,2020-12-08T16:11:02Z,tropical house,0.611,0.651,1,-6.973,1,0.0589,0.144,0.000017,0.105,0.351,122.983,4,2020,0Yd0lbyeczsCeVJACt0BAn
6tUI3ts8MMiMaGRHspW8Qx,With a Little Help from My Friends - Live From London,Delta Tour EP,Mumford & Sons,11/20/2020,359691,0,molly.verrone,2020-12-08T16:22:06Z,"folk,indie folk,folk rock",0.23,0.859,2,-5.315,1,0.0893,0.00365,0.000143,0.977,0.32,142.659,3,2020,0Yd0lbyeczsCeVJACt0BAn
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),Tickets To My Downfall,mgk;blackbear,09/25/2020,139460,73,molly.verrone,2020-12-14T15:25:15Z,,0.731,0.675,5,-5.134,0,0.0434,0.00473,0,0.141,0.298,124.939,4,2020,0Yd0lbyeczsCeVJACt0BAn
7pbxFCIMIYrfKsgpoB3UL6,Casino,Dreaming of David,Ryan Beatty,01/31/2020,259905,32,molly.verrone,2020-01-17T20:41:23Z,,0.6,0.322,0,-6.982,1,0.0315,0.472,0,0.14,0.219,109.877,4,2020,0Yd0lbyeczsCeVJACt0BAn
7zHDu3EKh7E9ljaPIFrzgv,But I Like It,Midwest Kids Can Make It Big,Lauren Sanderson,01/13/2020,149692,39,molly.verrone,2020-01-17T20:30:19Z,,0.731,0.362,2,-9.341,1,0.119,0.293,0,0.11,0.652,92.935,4,2020,0Yd0lbyeczsCeVJACt0BAn
08hB2ERJV6A1Ntu3OHgzjh,FMRN,FMRN,Lilyisthatyou,07/02/2021,122655,50,trey.mcmillon,2021-11-22T21:35:05Z,,0.735,0.586,8,-7.777,1,0.13,0.382,0,0.101,0.83,89.951,4,2021,41UsNnbA7eDB3yVhEBu4ul
0KbMjhlUH1xUGDgeIQzLsn,Duo,Duo,Sam Gellaitry,04/15/2021,126700,56,trey.mcmillon,2021-12-12T02:11:57Z,"electronic trap,future bass,scottish electronic,vapor twitch",0.805,0.7,10,-3.064,0,0.155,0.0547,0,0.04,0.832,127.034,4,2021,41UsNnbA7eDB3yVhEBu4ul
0lx2cLdOt3piJbcaXIV74f,willow,evermore,Taylor Swift,12/11/2020,214706,73,molly.verrone,2021-12-16T14:56:35Z,pop,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4,2021,4QyoBbMlYdgUA64lRHzQRj
0mA7zotmg2ZFMRALljdZsS,Cloudy Day,Cloudy Day,Tones And I,06/10/2021,185303,71,molly.verrone,2021-06-14T16:41:29Z,"australian pop,pop",0.705,0.776,4,-6.096,1,0.0445,0.0643,0.00000281,0.0246,0.366,116.011,4,2021,4QyoBbMlYdgUA64lRHzQRj
0PDQRG9ogXCApqBNF6TmOb,...And Loyalty Is A Nuisance Child,The Asymptotical World EP,Yves Tumor,07/15/2021,133706,42,frank.gibase,2021-07-22T18:52:15Z,"art pop,escape room,experimental r&b",0.343,0.682,5,-5.03,0,0.0449,0.0000136,0.000126,0.144,0.292,129.178,4,2021,5NTX91pTinSo9FZyW8WStG
0qB5ojhJiQwQYokW3WTmKe,Locust Laced,Locust Laced,Sleigh Bells,07/28/2021,150946,40,frank.gibase,2021-08-06T02:47:41Z,"alternative dance,art pop,brooklyn indie,chillwave,electropop,escape room,experimental pop,indie pop,indie rock,indie surf,indietronica,modern rock,new rave,noise pop",0.477,0.757,1,-5.859,0,0.0751,0.0021,0.00000315,0.427,0.665,174.063,4,2021,5NTX91pTinSo9FZyW8WStG
18kMrxuEwLL0i4lHnlF5rK,Fast Car,Fast Car,Syd,07/16/2021,210000,56,trey.mcmillon,2021-12-06T19:24:42Z,"alternative r&b,chill r&b,escape room,indie r&b,indie soul,lgbtq+ hip hop,r&b",0.822,0.48,11,-7.175,0,0.0475,0.069,0.00486,0.322,0.577,111.959,4,2021,41UsNnbA7eDB3yVhEBu4ul
18XlJEroUwFo0tLZxscgXE,Lost,JORDI (Deluxe),Maroon 5,06/11/2021,172597,79,molly.verrone,2021-06-14T16:27:59Z,"pop,pop rock",0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,4,2021,4QyoBbMlYdgUA64lRHzQRj
19HrcEC43P1y87E7kJZogL,dancing in the kitchen,gg bb xx (deluxe),LANY,11/05/2021,208808,53,molly.verrone,2021-12-16T15:09:01Z,"la pop,pop",0.646,0.736,11,-7.658,1,0.0396,0.0334,0,0.0807,0.28,94.024,4,2021,4QyoBbMlYdgUA64lRHzQRj
1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),WITHOUT YOU (with Miley Cyrus),"The Kid LAROI,Miley Cyrus",04/30/2021,161384,80,molly.verrone,2021-12-16T14:50:52Z,"australian hip hop,dance pop,pop,post-teen pop",0.655,0.469,0,-6.257,1,0.0292,0.173,0,0.0956,0.467,92.56,4,2021,4QyoBbMlYdgUA64lRHzQRj
1erZEUKhZ03cHHD0vOr8aQ,So I Lie,Art Dealer Chic 4,Miguel,04/09/2021,237240,46,trey.mcmillon,2021-12-01T23:58:43Z,"dance pop,pop,r&b,urban contemporary",0.689,0.707,11,-8.815,0,0.219,0.147,0.0774,0.116,0.624,109.945,4,2021,41UsNnbA7eDB3yVhEBu4ul
1fzf9Aad4y1RWrmwosAK5y,Last Train Home,Last Train Home,John Mayer,06/04/2021,187309,32,molly.verrone,2021-06-04T16:14:40Z,"neo mellow,pop rock,singer-songwriter",0.588,0.85,4,-6.431,1,0.0318,0.168,0.00202,0.0465,0.768,93.003,4,2021,4QyoBbMlYdgUA64lRHzQRj
1guCON9841cQwAlbNplLsY,Nothing Else Matters,Nothing Else Matters,Phoebe Bridgers,08/11/2021,274506,53,frank.gibase,2021-08-18T17:45:47Z,"indie pop,la indie",0.302,0.313,11,-14.266,0,0.0346,0.879,0.00579,0.111,0.512,152.25,3,2021,5NTX91pTinSo9FZyW8WStG
1P9VGEZN9L7YbIlsENOtJW,smoke break//,SURVIVORS GUILT: THE MIXTAPE//,"KennyHoopla,Travis Barker",06/11/2021,182866,56,molly.verrone,2021-06-14T16:44:22Z,"modern rock,pop punk,rap rock",0.402,0.823,2,-3.994,1,0.134,0.000956,0,0.343,0.314,170.192,4,2021,4QyoBbMlYdgUA64lRHzQRj
1PZDyestTVydtHpaIcfUJg,Chemtrails Over The Country Club,Chemtrails Over The Country Club,Lana Del Rey,01/11/2021,271176,6,frank.gibase,2021-01-12T18:21:16Z,"art pop,pop",0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,3,2021,5NTX91pTinSo9FZyW8WStG
1qYnqHydtG4iV9YenAz8Ux,Sunset,Dancing With The Devil…The Art of Starting Over (Deluxe Edition),Demi Lovato,04/05/2021,244481,50,molly.verrone,2021-04-10T14:51:10Z,"dance pop,pop,post-teen pop",0.629,0.566,5,-6.061,1,0.035,0.0421,0,0.337,0.476,77.653,3,2021,4QyoBbMlYdgUA64lRHzQRj
1xMvdOFQaql3EBkHmuh2TK,Batman,Batman,LPB Poody,02/12/2021,156431,70,trey.mcmillon,2021-12-02T00:03:24Z,florida rap,0.893,0.565,1,-4.74,1,0.268,0.0754,0,0.0375,0.808,81.009,4,2021,41UsNnbA7eDB3yVhEBu4ul
1yGiZ1DTPQAV9Ce4CdXUes,The Nowhere Inn,The Nowhere Inn,St. Vincent,09/14/2021,269374,44,frank.gibase,2021-09-14T19:38:59Z,"art pop,electropop,etherpop,indie pop,metropopolis",0.204,0.691,7,-8.385,1,0.0872,0.325,0.00605,0.324,0.423,75.187,5,2021,5NTX91pTinSo9FZyW8WStG
1ZeDNZoKgEOTRmTTg1zQd4,Parallel 4,Parallel,Four Tet,12/25/2020,287912,46,frank.gibase,2021-01-13T14:58:44Z,"alternative dance,electronica,folktronica,indie soul,intelligent dance music,new rave",0.735,0.668,1,-10.52,1,0.0514,0.0227,0.668,0.0647,0.517,125.747,4,2021,5NTX91pTinSo9FZyW8WStG
1ZIKpMTRPqhwAoVXWY3tXI,Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),"Ryan Hurd,Maren Morris",02/12/2021,207973,77,molly.verrone,2021-09-13T17:59:40Z,"contemporary country,country pop,country,texas country",0.596,0.679,4,-6.395,1,0.0394,0.723,0,0.116,0.479,131.912,4,2021,4QyoBbMlYdgUA64lRHzQRj
2c4unmIQAceI4xjFum2mxH,Boys at School,The Turning Wheel,Spellling,06/25/2021,448653,14,frank.gibase,2021-08-19T14:53:54Z,"art pop,escape room,oakland indie",0.545,0.377,9,-12.533,0,0.0272,0.137,0.286,0.221,0.0788,112.047,4,2021,5NTX91pTinSo9FZyW8WStG
2etHQJxIbV0soyPhelVs9Y,Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),"Saweetie,Doja Cat",01/07/2021,155883,82,molly.verrone,2021-06-04T16:15:31Z,"cali rap,dance pop,pop,pop rap,r&b,trap queen",0.84,0.766,4,-4.12,1,0.136,0.00302,0.00000361,0.0684,0.402,94.018,4,2021,4QyoBbMlYdgUA64lRHzQRj
2g3n5HwhJ5VukAfQaCmW5T,COLUMBIA,Fuck Your Expectations PT. 1,AG Club,04/02/2021,187896,48,trey.mcmillon,2021-12-10T21:21:39Z,"indie hip hop,underground hip hop",0.702,0.697,10,-5.465,0,0.109,0.0144,0,0.119,0.253,113.588,4,2021,41UsNnbA7eDB3yVhEBu4ul
