Album ID,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2TbrXjwWklhT7JrC5sdUkf,The New Toronto 3,Tory Lanez,04/10/2020,,,sommy.khalaj,2020,,,,,,,,,,,,,
6jI8YPlDzzuckCKU2DKPyy,Introspection,UMI,06/21/2020,,,anna.hoffman,2020,,,,,,,,,,,,,
0LMJ5vzOvyazs0g1SoaISH,Saint Cloud,Waxahatchee,03/27/2020,,,frank.gibase,2020,,,,,,,,,,,,,
1BFl2k9tZL0Jm6ebJHGQ5K,ALPHA,Charlotte Day Wilson,07/09/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
1BFl2k9tZL0Jm6ebJHGQ5K,ALPHA,Charlotte Day Wilson,07/09/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
21jF5jlMtzo94wbxmJ18aa,30,Adele,11/19/2021,,,molly.verrone,2021,,,,,,,,,,,,,
3r46DPIQeBQbjvjjV5mXGg,The Melodic Blue,Baby Keem,09/10/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
79NySyjxJ8xric31mXKMAo,Once Twice Melody,Beach House,02/18/2022,,,frank.gibase,2021,,,,,,,,,,,,,
0brMHlMYz5t58uT1Q4bkdF,Harmony House,Dayglow,05/21/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
32iAEBstCjauDhyKpGjTuq,=,Ed Sheeran,10/25/2021,,,molly.verrone,2021,,,,,,,,,,,,,
2EpbqvHpamUFsBboRaSbG1,The Juicebox,Emotional Oranges,06/11/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
1otOJAtgvO5VCBL4Gykrrd,When It's All Said and Done... Take Time,Giveon,03/12/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
1zNtJFMCNIyT0X19jpcI3j,Friends That Break Your Heart,James Blake,10/08/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
1uD1kdwTWH1DZQZqGKz6rY,Jubilee,Japanese Breakfast,06/04/2021,,,frank.gibase,2021,,,,,,,,,,,,,
3dzxXQLyHYrhKYWcKrnFAZ,in defense of my own happiness,Joy Oladokun,06/04/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
5dGWwsZ9iB2Xc3UKR0gif2,Justice,Justin Bieber,03/19/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
5CnpZV3q5BcESefcB3WJmz,Donda,Kanye West,08/29/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
1v30ZLtb2nYIWqDto4GuIP,Expectations,Katie Pruit,02/21/2020,,,anna.hoffman,2021,,,,,,,,,,,,,
20tgAhlplT42WnAAC8Xndk,gg bb xx,Lany,09/03/2021,,,molly.verrone,2021,,,,,,,,,,,,,
6pOiDiuDQqrmo5DbG0ZubR,MONTERO,Lil Nas X,09/17/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
4osMxywkQeNeGDzExEmAfB,volcanic bird enemy and the voided concern,Lil Ugli Mane,10/12/2021,,,frank.gibase,2021,,,,,,,,,,,,,
4SBl4zvNIL4H137YRf2P0J,Solar Power,Lorde,08/20/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
1pCA38N6MkLlthXtAOvZTU,JORDI,Maroon 5,06/11/2021,,,molly.verrone,2021,,,,,,,,,,,,,
5BRhg6NSEZOj0BR6Iz56fR,Plastic Hearts,Miley Cyrus,11/27/2020,,,anna.hoffman,2021,,,,,,,,,,,,,
6s84u2TUpR3wdUv4NgKA2j,SOUR,Olivia Rodrigo,05/21/2021,,,molly.verrone,2021,,,,,,,,,,,,,
6AWQXVPLN63plsd3HCot7x,A PawPaw Rod EP,PawPaw Rod,09/15/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
2QRedhP5RmKJiJ1i8VgDGR,Whole Lotta Red,Playboy Carti,12/25/2020,,,frank.gibase,2021,,,,,,,,,,,,,
7tJ8Wtej161vR0uCbGDiDR,Juno,Remi Wolf,10/15/2021,,,anna.hoffman,2021,,,,,,,,,,,,,
7q5xGp0tEnJ8s1ZumqiRSk,SoulFly,Rod Wave,03/26/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
57ttk3xzHMWLr6CGrEa8F3,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,07/09/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
45ba6QAtNrdv6Ke4MFOKk9,CALL ME IF YOU GET LOST,"Tyler, The Creator",06/25/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
69jQsPvJzMvcb2fGqI2qaB,I Don't Live Here Anymore,War On Drugs,10/29/2021,,,frank.gibase,2021,,,,,,,,,,,,,
7IKkHmEk4It4cRdOYanyvW,Punk,Young Thug,10/15/2021,,,trey.mcmillon,2021,,,,,,,,,,,,,
3l2Gi0hMjZV2uvKoWlFkoQ,The Loneliest Time,Carly Rae Jepsen,10/21/2022,,,anna.hoffman,2022,,,,,,,,,,,,,
3l2Gi0hMjZV2uvKoWlFkoQ,The Loneliest Time,Carly Rae Jepsen,10/21/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
6TzgWk5HZItbFmMT7hH4bU,God Save The Animals,Alex G,09/23/2022,,,frank.gibase,2022,,,,,,,,,,,,,
1dShPPoxXfzbjFO1jIHJZz,Blue Rev,Alvvays,10/07/2022,,,frank.gibase,2022,,,,,,,,,,,,,
1Y9tVqcZW0ANQk7EFhy4TN,Serpentina,BANKS,04/08/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
12oBuAWq7GN9QUSHLoMb4v,Sail On Sailor,Beach Boys,12/02/2022,,,frank.gibase,2022,,,,,,,,,,,,,
7Ln81p86r5cCsesd3KBWIY,Dragon New Warm Mountain,Big Thief,02/11/2022,,,frank.gibase,2022,,,,,,,,,,,,,
4MrpEhBGnle1BWH1rzMndh,Welcome To My Island,Caroline Polachek,12/05/2022,,,anna.hoffman,2022,,,,,,,,,,,,,
6yvRliUS1i3Dxro7UckrHO,Hot Mess,dodie,09/30/2022,,,anna.hoffman,2022,,,,,,,,,,,,,
3G77BQuJy3jahjdkKQNNNM,CAPRISONGS,FKA Twigs,01/14/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
4ohh1zQ4yybSK9FS7LLyDE,Dance Fever,Florence & The Machine,05/13/2022,,,molly.verrone,2022,,,,,,,,,,,,,
3PZx4Vntcp5T7UgdfjnFDa,$oul $old $eparately,Freddie Gibbs,09/30/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
6CR4ozv4yOdaA3f6PPQepA,One Foot In Front Of The Other,Griff,06/18/2021,,,anna.hoffman,2022,,,,,,,,,,,,,
50mB1fMh9YFuLjx92ywsqV,YESSIE,Jessie Reyez,09/16/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
79ONNoS4M9tfIA1mYLBYVX,Mr. Morale & The Big Steppers,Kendrick Lamar,05/13/2022,,,frank.gibase,2022,,,,,,,,,,,,,
3Q998ztjKK3ybjToj0QL9c,Hold On Baby,King Princess,07/29/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
68L5xVV9wydotfDXEik7eD,five seconds flat,Lizzy McAlpine,04/08/2022,,,anna.hoffman,2022,,,,,,,,,,,,,
1vTQ7l9DHERJJYPMsKGpxE,(self-titled),Marcus Mumford,09/16/2022,,,molly.verrone,2022,,,,,,,,,,,,,
7txGsnDSqVMoRl6RQ9XyZP,HEROES & VILLAINS,Metro Boomin,12/02/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
6o38CdD7CUlZDCFhjZYLDH,It's Almost Dry,Pusha T,04/22/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
4MB6xXwCYtFbBW4ReqUWJn,Too Late To Die Young,Sonder,10/21/2022,,,trey.mcmillon,2022,,,,,,,,,,,,,
3lS1y25WAhcqJDATJK70Mq,Midnights (3am),Taylor Swift,10/22/2022,,,molly.verrone,2022,,,,,,,,,,,,,
0fc1W53T3llTmKSzRgaj3s,Sleep Is Exhausting,Teddy Swims,11/04/2022,,,molly.verrone,2022,,,,,,,,,,,,,
3MS8HC8JyaMQWZeDrh8heB,Every Shade of Blue,The Head And The Heart,04/29/2022,,,molly.verrone,2022,,,,,,,,,,,,,
73JjCWpjzmp1alhxVtywvF,Letter Blue,Wet,10/22/2021,,,trey.mcmillon,2022,,,,,,,,,,,,,
4uTtdXFQolr4CMgSTEa8Tb,Thunder Jackson,Thunder Jackson,10/01/2020,,,anna.hoffman,2023,,,,,,,,,,,,,
6yvRliUS1i3Dxro7UckrHO,Hot Mess,dodie,09/30/2022,,,anna.hoffman,2023,,,,,,,,,,,,,
3ZH3NAs9F36n7ZjWBQ9peo,STAR ANISE,Kaz Moon,05/03/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
6xQIAbfKyR8HaoJmxTnOHv,Honey,Samia,01/27/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
1W0i3aN2NmKtFgF0iRHNuI,Snowbird,Sidney Bird,05/03/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
22PkV1Le9P3X4RY4xtmK0q,"Desire, I Want To Turn Into You",Caroline Polachek,02/14/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
5pOw339jffG6207J1W0GRo,I Thought It'd Be Different,Rory,05/26/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
0EiI8ylL0FmWWpgHVTsZjZ,The Rise and Fall of a Midwest Princess,Chappell Roan,09/22/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
6r1lh7fHMB499vGKtIyJLy,AUSTIN,Post Malone,07/28/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
5DvJgsMLbaR1HmAI6VhfcQ,Endless Summer Vacation,Miley Cyrus,08/18/2023,,,anna.hoffman,2023,,,,,,,,,,,,,
0r0l3PRmsPwylAZQM16e7a,Water Your Garden,Magic City Hippies,01/21/2022,,,greg.miller,2023,,,,,,,,,,,,,
22PkV1Le9P3X4RY4xtmK0q,"Desire, I Want To Turn Into You",Caroline Polachek,02/14/2023,,,greg.miller,2023,,,,,,,,,,,,,
4Zam0yP8UKgDqYe6Lk6CLp,Pollen,Tennis,02/10/2023,,,greg.miller,2023,,,,,,,,,,,,,
1pflleeGIJGEAillSnSetf,In the End It Always Does,The Japanese House,06/30/2023,,,greg.miller,2023,,,,,,,,,,,,,
5DvJgsMLbaR1HmAI6VhfcQ,Endless Summer Vacation,Miley Cyrus,08/18/2023,,,ryan.davis,2023,,,,,,,,,,,,,
5RMkjbbZvLo9TNdpKrmP71,Alchemy,Disclosure,07/14/2023,,,ryan.davis,2023,,,,,,,,,,,,,
6r1lh7fHMB499vGKtIyJLy,AUSTIN,Post Malone,07/28/2023,,,ryan.davis,2023,,,,,,,,,,,,,
1q60X7MvRXKggMB3h2xJof,Soft Spot,JMSN,10/09/2023,,,trey.mcmillon,2023,,,,,,,,,,,,,
1IdsqGbN3oB6kAM1Iq0QnC,SAVED!,Reverend Kristin Michael Hayter,10/20/2023,,,trey.mcmillon,2023,,,,,,,,,,,,,
5QPDTfgHE0ElC8calQBjtb,love you forever,VÉRITÉ,02/24/2023,,,trey.mcmillon,2023,,,,,,,,,,,,,
6PbnGueEO6LGodPfvNldYf,Zach Bryan,Zach Bryan,08/25/2023,,,trey.mcmillon,2023,,,,,,,,,,,,,
4Q7cRXio6mF2ImVUCcezPO,For All The Dogs Scary Hours Edition,Drake,11/17/2023,,,trey.mcmillon,2023,,,,,,,,,,,,,
5GuWww4OaildzkmTTlfMN3,Lahai,Sampha,10/20/2023,,,trey.mcmillon,2023,,,,,,,,,,,,,
2bs2CFgfCEYfNCwfholBYd,Bad Nerves,Bad Nerves,11/20/2020,,,chris.sandhage,2023,,,,,,,,,,,,,
5ra51AaWF3iVebyhlZ1aqq,1999,Joey Bada$$,06/12/2012,,,chris.sandhage,2023,,,,,,,,,,,,,
2Ls042qkzVZ13I2zBVKPo4,Lobes,We are Scientists,01/20/2023,,,chris.sandhage,2023,,,,,,,,,,,,,
4QbUC6FMwbEVduX3pe2haG,This Place Sucks Ass,PUP,10/23/2020,,,chris.sandhage,2023,,,,,,,,,,,,,
7zNfWXZ4kh2KQDZW25EDiV,Proper,Into It. Over It.,09/27/2011,,,chris.sandhage,2023,,,,,,,,,,,,,
57263zG8Md6XZ9lBUPPYCm,NO THANK YOU,Little Simz,12/12/2022,,,sommy.khalaj,2023,,,,,,,,,,,,,
39JZhYotu5zFYJ8jw1D8bF,Since I Have A Lover,6LACK,03/24/2023,,,sommy.khalaj,2023,,,,,,,,,,,,,
5TG8nNzWlr4lsL6XBURDs0,Don't Get Too Close,Skrillex,02/18/2023,,,sommy.khalaj,2023,,,,,,,,,,,,,
6kgDkAupBVRSqbJPUaTJwQ,"Love, Damini",Burna Boy,07/07/2022,,,sommy.khalaj,2023,,,,,,,,,,,,,
05hs3AI61sZUXmnpO5oQ17,Killing Time Before The Flood,Wiley From Atlanta,09/20/2023,,,sommy.khalaj,2023,,,,,,,,,,,,,
3LaJpJFSY3cmLFEHJl2z6E,This Stupid World,Yo La Tengo,02/10/2023,,,frank.gibase,2023,,,,,,,,,,,,,
1xJHno7SmdVtZAtXbdbDZp,GUTS,Olivia Rodrigo,09/08/2023,,,frank.gibase,2023,,,,,,,,,,,,,
2KqSL3vLfyVO7rrZJL9tUs,Javelin,Surfjan Stevens,10/06/2023,,,frank.gibase,2023,,,,,,,,,,,,,
5HOHne1wzItQlIYmLXLYfZ,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,03/24/2023,,,frank.gibase,2023,,,,,,,,,,,,,
3xyWW80QH0O51iZDT3MLMM,USA,Petey USA,09/22/2023,,,frank.gibase,2023,,,,,,,,,,,,,
2lIZef4lzdvZkiiCzvPKj7,brat,Charli xcx,06/07/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
1W04wu2W4OIcuiNc5AMB3y,Only God Was Above Us,Vampire Weekend,04/05/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
1N98DUutnsy5uTS7aiss46,fear is an acronym,Fixupboy,04/04/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
0hvT3yIEysuuvkK73vgdcW,GNX,Kendrick Lamar,11/22/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
1KNUCVXgIxKUGiuEB8eG0i,Charm,Clairo,07/12/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
4e0HW29J9Jc2v5ChnJ3xzJ,Barely Blue,Midland,09/20/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
3bSNhnaQQXpC639OQ4pMyP,We Still Don't Trust You,Future,04/12/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
6DlLdXBGCsSDPOV8R2pCl7,Two Star & The Dream Police,Mk.gee,02/09/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
004ywPlW72Hgn1Bo9PlNOr,"C,XOXO",Camila Cabello,06/28/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
1jXYc5gip5tqCTDOotfY5L,2093,Yeat,02/16/2024,,,trey.mcmillon,2024,,,,,,,,,,,,,
3w7pEn5Ai1DCRG2FqFNIbB,The Great American Bar Scene,Zach Bryan,07/04/2024,,,molly.verrone,2024,,,,,,,,,,,,,
6BzxX6zkDsYKFJ04ziU5xQ,COWBOY CARTER,Beyoncé,03/29/2024,,,molly.verrone,2024,,,,,,,,,,,,,
4XXTsu7r9865VvXdvF2iQP,The Secret of Us,Gracie Abrams,06/20/2024,,,molly.verrone,2024,,,,,,,,,,,,,
3iPSVi54hsacKKl1xIR2eH,Shorn n' Sweet,Sabrina Carpenter,08/23/2024,,,molly.verrone,2024,,,,,,,,,,,,,
2GW4VpFk9mbc6qYZ0zNuu3,Beautifully Broken,Jelly Roll,10/10/2024,,,molly.verrone,2024,,,,,,,,,,,,,
2n3HUMLmNl0Cm2atVwWSK6,Tigers Blood,Waxahatchee,03/22/2024,,,greg.miller,2024,,,,,,,,,,,,,
2lIZef4lzdvZkiiCzvPKj7,brat,Charli xcx,06/07/2024,,,greg.miller,2024,,,,,,,,,,,,,
7HQOEMCDGKY8eJyQPdsnYH,Big Ideas,Remi Wolf,07/12/2024,,,greg.miller,2024,,,,,,,,,,,,,
1ycq58KRtWt3wFtbuIkvLn,Prelude to Ecstasy,The Last Dinner Party,02/02/2024,,,greg.miller,2024,,,,,,,,,,,,,
3uTpTaMOynCYKV5AtgeO2U,This Wasn't Meant For You Anyway,Lola Young,06/21/2024,,,greg.miller,2024,,,,,,,,,,,,,
3uTpTaMOynCYKV5AtgeO2U,This Wasn't Meant For You Anyway,Lola Young,06/21/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
6swJmmREo7UyeIMuELVzr0,Rivals EP,Tommy Lefroy,03/10/2023,,,anna.hoffman,2024,,,,,,,,,,,,,
0FI8JaUH7kqtvM6EkmCm7t,Sonido Cósmico,Hermanos Gutiérrez,06/14/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
2lIZef4lzdvZkiiCzvPKj7,brat,Charli xcx,06/07/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
1ZXvAPiGoqDXWsLHd3oZ8Q,In Search Of The Antidote,FLETCHER,03/22/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
7aJuG4TFXa2hmE4z1yxc3n,HIT ME HARD AND SOFT,Billie Eilish,05/17/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
4XXTsu7r9865VvXdvF2iQP,The Secret of Us,Gracie Abrams,06/20/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
7HQOEMCDGKY8eJyQPdsnYH,Big Ideas,Remi Wolf,07/12/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
0U28P0QVB1QRxpqp5IHOlH,CHROMAKOPIA,"Tyler, The Creator",10/28/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
5EYKrEDnKhhcNxGedaRQeK,Eternal Sunshine,Ariana Grande,03/08/2024,,,anna.hoffman,2024,,,,,,,,,,,,,
30fIbIvd1AN04FrBt12KhM,Older,Lizzy McAlpine,04/05/2024,,,shelby.scott,2024,,,,,,,,,,,,,
3iPSVi54hsacKKl1xIR2eH,Shorn n' Sweet,Sabrina Carpenter,08/23/2024,,,shelby.scott,2024,,,,,,,,,,,,,
2sJMzA3LuOW1u3UEKbF6J3,The Process,Judah and the Lion,05/10/2024,,,shelby.scott,2024,,,,,,,,,,,,,
3qBWNcWifNhUKJAWzswdJY,Stick Season (Forever),Noah Kahan,02/09/2024,,,shelby.scott,2024,,,,,,,,,,,,,
2lIZef4lzdvZkiiCzvPKj7,brat,Charli xcx,06/07/2024,,,frank.gibase,2024,,,,,,,,,,,,,
,Diamond Jubilee,Cindy Lee,,,,frank.gibase,2024,,,,,,,,,,,,,
2n3HUMLmNl0Cm2atVwWSK6,Tigers Blood,Waxahatchee,03/22/2024,,,frank.gibase,2024,,,,,,,,,,,,,
1bKiiYGt1fzm9YMlTnUqpN,Manning Fireworks,MJ Lenderman,09/06/2024,,,frank.gibase,2024,,,,,,,,,,,,,
5ROzqM7rbMYoKbQIw4i7fp,I Got Heaven,Mannequin Pussy,03/01/2024,,,frank.gibase,2024,,,,,,,,,,,,,
